temperature_k,CO2​ Loading (mol/mol_alk),PCO2∗​ (Pa),Target -> kg′​ (mol/s·Pa·m²),conc_aep_m,conc_amp_m,conc_dga_m,conc_dmpz_m,conc_eda_m,conc_hep_m,conc_mapa_m,conc_mdea_m,conc_mea_m,conc_mpz_m,conc_pe_m,conc_pz_m
353.15,0.15,4850.0,6.7e-07,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.297,18200.0,4.1e-07,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.449,51000.0,2.2e-07,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.15,18500.0,4.6e-07,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.296,63600.0,3e-07,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.28,4.0,8.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
313.15,0.396,30.0,1.75e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
313.15,0.474,890.0,4.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
313.15,0.516,7120.0,1.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
333.15,0.285,30.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
333.15,0.39,220.0,4.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
333.15,0.474,5920.0,4.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
333.15,0.504,35300.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
353.15,0.278,210.0,9.35e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
353.15,0.399,1890.0,2.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
353.15,0.487,36400.0,1.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
373.15,0.393,13800.0,1.94e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
313.15,0.093,190.0,1.65e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
313.15,0.166,950.0,1.03e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
313.15,0.237,2840.0,6.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
313.15,0.286,5260.0,4.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
333.15,0.093,1250.0,1.68e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
333.15,0.166,4410.0,9.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
333.15,0.237,13500.0,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
333.15,0.273,19600.0,4.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
353.15,0.027,1270.0,2.76e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
353.15,0.093,5620.0,1.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
353.15,0.166,17600.0,6.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
373.15,0.027,5210.0,1.63e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
373.15,0.093,19800.0,7.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
313.15,0.18,240.0,1.95e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
313.15,0.23,640.0,1.61e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
313.15,0.28,2160.0,1.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
313.15,0.33,3540.0,6.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
313.15,0.37,6590.0,4.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
333.15,0.18,1450.0,2.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
333.15,0.23,3700.0,1.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
333.15,0.28,8770.0,8.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
333.15,0.33,18300.0,4.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
333.15,0.37,28200.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
353.15,0.18,6730.0,1.65e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
353.15,0.23,16900.0,8.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
373.15,0.18,26700.0,9.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
313.15,0.1,100.0,2.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.15,350.0,2.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.2,1320.0,1.21e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.26,5550.0,4.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.1,6160.0,4.25e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.15,2150.0,2.16e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.2,6410.0,1.09e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.26,22950.0,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.1,3650.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.15,10100.0,1.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.2,25300.0,7.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
373.15,0.1,12840.0,2.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
373.15,0.15,33010.0,1.05e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.102,10.0,1.91e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.154,40.0,5.92e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.203,120.0,2.81e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.253,320.0,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.3,960.0,8.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.365,4730.0,3.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.102,90.0,9.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.154,290.0,5.02e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.203,860.0,2.45e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.253,2260.0,1.68e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.3,4870.0,9.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
333.15,0.365,22410.0,2.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.102,590.0,6.28e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.154,1800.0,4.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.203,4060.0,2.45e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.253,9720.0,1.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
353.15,0.3,22060.0,7.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
373.15,0.102,2680.0,5.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
373.15,0.154,7390.0,2.9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
373.15,0.203,18650.0,1.49e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
313.15,0.158,20.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
313.15,0.232,110.0,4.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
313.15,0.281,330.0,1.93e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
313.15,0.33,1010.0,1.12e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
313.15,0.391,5440.0,4.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
333.15,0.158,170.0,6.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
333.15,0.232,640.0,3.98e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
333.15,0.281,2010.0,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
333.15,0.33,5390.0,1.04e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
333.15,0.391,22830.0,2.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
353.15,0.158,1030.0,6.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
353.15,0.232,3630.0,2.82e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
353.15,0.281,8580.0,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
353.15,0.33,23950.0,7.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
373.15,0.158,4190.0,4.46e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
373.15,0.232,15750.0,1.94e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
313.15,0.066,80.0,3.6e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.13,280.0,1.98e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.199,1860.0,5.7e-07,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.289,21120.0,1.1e-07,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.064,390.0,2.64e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.131,1850.0,1.82e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.2,9150.0,5e-07,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.278,69440.0,8e-08,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.062,1770.0,2.72e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.132,8200.0,1.34e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.202,33220.0,3.4e-07,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.063,6530.0,2.53e-06,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.131,31650.0,6.7e-07,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.1,10.0,4.72e-05,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.197,60.0,3.03e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.292,1790.0,5.7e-07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.361,24950.0,8e-08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.099,60.0,5.57e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.199,540.0,2.19e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.295,8620.0,4.8e-07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.1,360.0,6.52e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.196,3230.0,2.94e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.298,40500.0,3.5e-07,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.1,2000.0,5.62e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.199,12870.0,2.05e-06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.205,120.0,2.14e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
313.15,0.36,450.0,9.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
313.15,0.514,1530.0,4.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
313.15,0.684,5380.0,1.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
333.15,0.202,920.0,1.61e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
333.15,0.367,3500.0,8.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
333.15,0.524,8920.0,4.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
333.15,0.695,25230.0,1.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
353.15,0.215,4100.0,1.23e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
353.15,0.375,15370.0,6.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
353.15,0.525,36110.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
353.15,0.635,82090.0,1.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
373.15,0.199,20930.0,7.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
373.15,0.36,61570.0,4.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
313.15,0.153,470.0,1.08e-06,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.255,1600.0,6.1e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.153,1660.0,7.9e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.15,0.255,5650.0,4.5e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.153,6670.0,4.9e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.15,0.255,16710.0,3.8e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.15,0.153,21570.0,2.9e-07,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.15,0.21,300.0,2.48e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
313.15,0.25,800.0,1.24e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
313.15,0.29,2100.0,9.2e-07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
313.15,0.32,4500.0,5.6e-07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
333.15,0.21,1700.0,2.55e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
333.15,0.25,3800.0,1.5e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
333.15,0.29,9900.0,8.7e-07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
333.15,0.32,19000.0,5.1e-07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
353.15,0.21,8000.0,2.01e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
353.15,0.25,16800.0,1.13e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
373.15,0.21,29200.0,1.31e-06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75
